name,reviewrate,reviewdate,reviewtext
Spider-Man: Into the Spider-Verse,8/10,2 December 2023,7.5/10. Recommended
Spider-Man: Into the Spider-Verse,9/10,27 November 2023,good
Spider-Man: Into the Spider-Verse,3/10,18 November 2023,i still haven't met my roommate
Spider-Man: Into the Spider-Verse,10/10,17 November 2023,Best Spider-Man Movie in my opinion
Toy Story 2,3/10,10 December 2023,"Overpraised, overrated terrible sequel"
Toy Story 2,6/10,10 October 2023,Alright Sequel Instalment
Toy Story 2,10/10,8 September 2023,"The ""Core"" Story of Toy Story"
Toy Story 2,7/10,28 August 2023,I was just as entertained by this one as I was the original
Toy Story 2,7/10,28 August 2023,Toy Story 2
Toy Story 2,10/10,24 August 2023,Again my favorite Pixar film of all time much like the first Toy Story.
Toy Story 2,7/10,13 August 2023,"You'd think with all my video game experience, I'd be more prepared"
Toy Story 2,9/10,1 July 2023,Best Toy Story
Toy Story 2,7/10,20 June 2023,Emotions sprinkled
Toy Story 2,7/10,11 June 2023,A really fun movie
Despicable Me,9/10,31 December 2023,Vector oh yeah
Despicable Me,8/10,6 December 2023,A great entry into the Despicable Me franchise
Despicable Me,9/10,16 November 2023,That's why we were touched by this movie.
Despicable Me,8/10,5 October 2023,Review
Despicable Me,6/10,24 September 2023,An Alright Beginning To The Series
Despicable Me,9/10,8 August 2023,Genuinely one of my favourite animated movies
Despicable Me,9/10,7 April 2023,Surprisingly Great Movie
Despicable Me,brwill-90812,9 March 2023,This movie is made for kids!!
Despicable Me,8/10,5 March 2023,This movie is a great children movie
Despicable Me,9/10,25 January 2023,"Despicable Me"" Review: A Supervillain with a Heart of Gold"
Coco,10/10,12 December 2023,Good retraction
Coco,9/10,3 December 2023,The only movie that can make me cry
Coco,10/10,10 November 2023,Remember Me
Coco,10/10,9 November 2023,"""death is not the end, forgetting is."""
Coco,9/10,1 November 2023,Brilliant Cultural Experience
Coco,9/10,19 October 2023,All the feelings
Coco,10/10,15 October 2023,A Colorful Musical Masterpiece
Coco,8/10,3 October 2023,An incredibly emotional movie
Coco,8/10,1 October 2023,The power of its emotions cannot be ignored
Coco,10/10,29 September 2023,"My favorite animated movie, stunning, emotional"
Zootopia,7/10,2 January 2024,Zootropolis
Zootopia,7/10,1 November 2023,Alright Disney Animated Film
Zootopia,7/10,10 October 2023,Disney's furry film
Zootopia,8/10,28 September 2023,"My Inner Child & Mature Self, Were Equally Satisfied"
Zootopia,10/10,24 September 2023,"Super funny, smart and suspenseful"
Zootopia,8/10,12 September 2023,fun for the whole fam-ba-lee
Zootopia,7/10,30 August 2023,Good Time For Everybunny
Zootopia,7/10,27 August 2023,An enjoyable movie for children and manchildren alike
Zootopia,10/10,24 August 2023,Perfect
Zootopia,4/10,17 August 2023,I hate this movie! Sorry
Ice Age,6/10,12 December 2023,Enjoyable
Ice Age,7/10,23 November 2023,"I love it, but it has some problems"
Ice Age,9/10,24 October 2023,"The graphics no longer hold up, sid looks very dirty, but still very good film"
Ice Age,7/10,21 September 2023,A Cool Way to Begin the Series
Ice Age,7/10,3 September 2023,Ice Age
Ice Age,7/10,18 August 2023,"For a studio's first, it's alright"
Ice Age,10/10,27 July 2023,Funny Age
Ice Age,1/10,25 July 2023,NIGHTMARE FUEL
Ice Age,4/10,22 June 2023,3 Animals and a Baby
Ice Age,10/10,31 May 2023,Ice Age is the heart and soul of the film
The Wolf of Wall Street,10/10,2 January 2024,Hilariously great
The Wolf of Wall Street,5/10,30 December 2023,Entertaining but exorts the audience to almost admire Wall Street banksters?
The Wolf of Wall Street,9/10,27 December 2023,THE MOST ENTERTAINING BIOPICS I HAVE EVER SEEN
The Wolf of Wall Street,2/10,26 December 2023,Just a flat block of shouting leading to nothing
The Wolf of Wall Street,8/10,24 December 2023,Shows true reality of how too much of anything is not good.
The Wolf of Wall Street,1/10,23 December 2023,Too bad there is not a 0/10 rating
The Wolf of Wall Street,9/10,21 December 2023,An Exhilarating and Unapologetic Dive into Excess
The Wolf of Wall Street,6/10,18 December 2023,A Wild Ride of Excess and Consequences
The Wolf of Wall Street,8/10,13 December 2023,That scene with DiCaprio and Robbie was kinda weird.
The Wolf of Wall Street,10/10,12 December 2023,Unforgettable cinematic experience
Schindler's List,10/10,1 January 2024,The profound testament to the horrors of the Holocaust
Schindler's List,10/10,30 December 2023,"Schindler, a Righteous Among the Nations"
Schindler's List,9/10,26 December 2023,Truly special.
Schindler's List,8/10,21 December 2023,Krakow trip
Schindler's List,9/10,19 December 2023,Better than 12 Angry Men even...
Schindler's List,9/10,15 December 2023,Haunting masterpiece: a must-watch exploration of humanity's darkest and brightest corners
Schindler's List,8/10,11 December 2023,"Amazing Cinematography, Great Lead Character"
Schindler's List,8/10,11 December 2023,"""DEFINITELY WORTH WATCHING"""
Schindler's List,mmutluaydin,3 December 2023,A Poignant Masterpiece Capturing the Triumph of Humanity
Schindler's List,10/10,1 December 2023,A Haunting and Emotionally Stirring Portrait of Heroism and Hope 💔🌹
Goodfellas,8/10,2 January 2024,"Goodfellas: A Cinematic Rollercoaster Through Mob Life, Scorsese's Masterpiece Earns a Solid 8/10 for Its Intensity and Timeless Appeal"
Goodfellas,10/10,1 January 2024,The cinematic tour de force
Goodfellas,8/10,31 December 2023,The horrible lives of gangsters
Goodfellas,10/10,30 December 2023,I don't know why I waited so long to see it.
Goodfellas,10/10,27 December 2023,Goodfellas
Goodfellas,7/10,24 December 2023,The rise and fall of these mobsters.
Goodfellas,7/10,23 December 2023,"7.0/10 - Very Well-Made, Not Powerful Enough to Get Me Emotionally Invested"
Goodfellas,5/10,22 December 2023,Tommy is the only reason that this movie is so likable...
Goodfellas,10/10,21 December 2023,Movie is good
Goodfellas,10/10,17 December 2023,Goodfellas
Braveheart,aramis-112-804880,31 December 2023,It's a Subjective Thing
Braveheart,10/10,23 December 2023,Mythologization
Braveheart,9/10,19 December 2023,Mel Gibson
Braveheart,3/10,15 December 2023,Fake
Braveheart,10/10,10 November 2023,The ultimate Anglo Saxon tale!
Braveheart,8/10,9 November 2023,Rebel Yell
Braveheart,8/10,2 November 2023,Braveheart: An Evaluation of an Epic Historical Drama
Braveheart,10/10,29 October 2023,"Braveheart is a unique revolutionary movie that delivers everything an audience could hope for: action, a compelling hero, a detestable villain, and a touch of love"
Braveheart,10/10,29 October 2023,For Braveheart
Braveheart,10/10,19 October 2023,"Beautiful movie, with an amazing soundtrack"
Catch Me If You Can,8/10,1 January 2024,The Ultimate Con Man
Catch Me If You Can,8/10,28 December 2023,A strong Spielberg Film
Catch Me If You Can,7/10,20 December 2023,"A fun movie, it doesn't have to be more than that"
Catch Me If You Can,7/10,18 December 2023,A Riveting Cat-and-Mouse Chase
Catch Me If You Can,9/10,24 November 2023,I love it!
Catch Me If You Can,6/10,20 November 2023,I still like it
Catch Me If You Can,8/10,13 November 2023,Admiring...
Catch Me If You Can,7/10,11 November 2023,Enjoyable movie but not much else
Catch Me If You Can,7/10,29 October 2023,Catch Me If You Can (2002) Spielberg's most overrated film?
Catch Me If You Can,9/10,29 October 2023,DiCaprio Epic
A Beautiful Mind,8/10,3 January 2024,Penmanship
A Beautiful Mind,9/10,2 January 2024,I love it!
A Beautiful Mind,8/10,23 December 2023,A Beautiful Mind
A Beautiful Mind,nih-88087,20 December 2023,Love is mercy.
A Beautiful Mind,8/10,27 November 2023,A beatiful Mind
A Beautiful Mind,9/10,10 November 2023,Realy Beautiful...
A Beautiful Mind,5/10,5 November 2023,A Heartfelt Yet Amateurish Portrayal of Schizophrenia
A Beautiful Mind,8/10,30 October 2023,Schizophrenic Bio-Pic...Analysis Splits Into 2 Divided & Distinctive Approaches
A Beautiful Mind,9/10,22 October 2023,A Heart-Wrenching Masterpiece
A Beautiful Mind,8/10,28 September 2023,A Beautiful movie
The Intouchables,7/10,1 January 2024,PREETY FUN AND ENJOYABLE
The Intouchables,9/10,31 December 2023,A heartwarming film about friendship and love.
The Intouchables,10/10,26 December 2023,Absolutely touching moving squeezing heart and .... making you smile
The Intouchables,10/10,24 December 2023,"No expectation, still love it!"
The Intouchables,6/10,22 December 2023,That's What I like About Him
The Intouchables,10/10,19 December 2023,best movie ever
The Intouchables,10/10,18 December 2023,"the emotional harmony of 'Intouchables'"""
The Intouchables,8/10,12 December 2023,I like it!
The Intouchables,9/10,11 December 2023,goodd
The Intouchables,9/10,3 December 2023,"A funny, yet emotionally resonant masterpiece"
The Pianist,9/10,27 December 2023,Haunting WWII film.
The Pianist,8/10,21 December 2023,Actions speak louder than words
The Pianist,9/10,2 December 2023,I love it!
The Pianist,9/10,29 November 2023,good
The Pianist,9/10,27 November 2023,An amazing biographical art
The Pianist,10/10,23 November 2023,A cinematic masterpiece
The Pianist,7/10,17 November 2023,Powerful yet slow
The Pianist,8/10,11 November 2023,Masterpiece
The Pianist,8/10,8 November 2023,The milestone in cinema.
The Pianist,9/10,5 November 2023,A masterpiece
The Imitation Game,9/10,21 December 2023,His death makes us feel that everyone is sorry for him
The Imitation Game,6/10,21 December 2023,"""THE IMITATION GAME"""
The Imitation Game,10/10,11 December 2023,No Mistake!
The Imitation Game,8/10,21 November 2023,"Old-fashioned, entertaining biography"
The Imitation Game,7/10,27 September 2023,amazing
The Imitation Game,8/10,4 September 2023,The true review
The Imitation Game,9/10,2 September 2023,"Only movie that gives me the chills with the ""What if"" -factor"
The Imitation Game,8/10,18 August 2023,Almost impossible not to be immensely affected by the story of Alan Turing
The Imitation Game,10/10,16 August 2023,An enigma
The Imitation Game,4/10,3 August 2023,"beautiful , well acted and super boring"
The Social Network,5/10,2 January 2024,Made too soon
The Social Network,8/10,25 December 2023,I like it!
The Social Network,9/10,21 December 2023,A film that defines a generation
The Social Network,10/10,18 December 2023,Should have a much higher score.
The Social Network,9/10,10 December 2023,"9.25/10, Amazing Film"
The Social Network,8/10,10 December 2023,"""Animal House"" for the TechBro era"
The Social Network,6/10,25 November 2023,David fincher is not the suitable director for this movie.
The Social Network,brahtz,25 November 2023,Masterclass
The Social Network,8/10,18 November 2023,Decent movie
The Social Network,7/10,8 November 2023,The Broad Strokes
12 Years a Slave,10/10,30 December 2023,Barbaric
12 Years a Slave,9/10,3 December 2023,I love it!
12 Years a Slave,10/10,2 December 2023,A Universal Tale of Strength and Resilience
12 Years a Slave,9/10,1 December 2023,A Gripping Journey Through History's Dark Chapters
12 Years a Slave,5/10,15 October 2023,A half-hearted feeling
12 Years a Slave,8/10,27 August 2023,Crisp and explosive on slavery
12 Years a Slave,10/10,24 August 2023,Absolutely love this
12 Years a Slave,8/10,8 August 2023,A must see! A reflection of the fight for genuine Freedom!
12 Years a Slave,8/10,4 August 2023,"""12 Years a Slave"" goes down in History by portraying with rawness, but without losing sensitivity, one of the most infamous periods of all time"
12 Years a Slave,10/10,1 July 2023,Could Not Stop Sobbing
The King's Speech,8/10,2 January 2024,Brilliant character study
The King's Speech,8/10,27 December 2023,A well made crowd pleaser
The King's Speech,7/10,29 October 2023,Marvelous Film
The King's Speech,8/10,19 October 2023,"A little unhistorical, but a fun movie"
The King's Speech,10/10,24 July 2023,"Self-discovery, friendship, duty, and the power of perseverance"
The King's Speech,8/10,24 July 2023,Pleasing historical drama
The King's Speech,10/10,21 July 2023,"I held off 13 years from watching this because I thought it would be boring, but I wasn't bored."
The King's Speech,9/10,12 May 2023,NO SEX!!! NO NUDITY!!! A bit of foul language at one point.
The King's Speech,6/10,17 April 2023,solid
The King's Speech,8/10,30 March 2023,"The Last King of Stutland, a film that deserves to sit on the throne"
Into the Wild,9/10,30 December 2023,I love it!
Into the Wild,6/10,24 December 2023,Not as profound as it might want to be.
Into the Wild,10/10,16 December 2023,Great film worth the watch
Into the Wild,9/10,12 December 2023,Better than the book
Into the Wild,8/10,4 December 2023,Felt Like a True Treasure of Cinema
Into the Wild,10/10,2 December 2023,A must see masterpiece
Into the Wild,9/10,22 November 2023,Best wilderness survival movie of all time
Into the Wild,8/10,15 November 2023,Into the wild
Into the Wild,10/10,24 October 2023,This movie is and will always be my favorite!
Into the Wild,7/10,18 October 2023,Endearing but...
Argo,8/10,15 December 2023,very good movie
Argo,6/10,8 December 2023,Ar-GO home
Argo,9/10,6 December 2023,affleck
Argo,9/10,28 November 2023,Cinematic excellence.
Argo,8/10,28 November 2023,a good film
Argo,10/10,17 November 2023,This movie was sooo Thrilling
Argo,8/10,16 November 2023,Argo
Argo,9/10,16 November 2023,Cool
Argo,10/10,15 November 2023,ARGO!!!
Argo,9/10,15 November 2023,Gripping movie
Hacksaw Ridge,7/10,24 December 2023,Great WWII story
Hacksaw Ridge,10/10,1 December 2023,Well balanced and believable.
Hacksaw Ridge,10/10,14 November 2023,What a great great movie
Hacksaw Ridge,9/10,13 November 2023,Stellar award winning drama
Hacksaw Ridge,7/10,5 November 2023,Hacksaw Ridge
Hacksaw Ridge,10/10,2 November 2023,Inaccurate plot
Hacksaw Ridge,10/10,1 November 2023,Story of enduring bravery and love!
Hacksaw Ridge,7/10,1 November 2023,Cool?
Hacksaw Ridge,10/10,30 October 2023,Emotionally Moving Masterpiece
Hacksaw Ridge,10/10,30 October 2023,This Is Probably My Favorite War Movie!!
Bohemian Rhapsody,5/10,1 January 2024,Overrated and fake
Bohemian Rhapsody,3/10,25 December 2023,"Boring, just watching for the music"
Bohemian Rhapsody,SparxDragon,10 December 2023,Inconsistent performance by Rami Malek
Bohemian Rhapsody,8/10,22 November 2023,A good film about one of the great rock bands of the 20th century.
